label,x,y
up,5.1394806,5.6990094
complex,2.2385044,6.8262777
complex,5.4918084,5.2879643
complex,3.1614034,6.5175004
flat,5.1235886,6.4182715
flat,5.979369,7.0192504
up,5.472859,5.51418
complex,4.8682117,6.7516823
up,8.550315,3.380682
complex,6.7251735,4.384598
flat,6.1562347,5.6551213
flat,6.2859616,5.559654
flat,11.846936,1.8543496
flat,11.630411,2.9335837
flat,10.838856,2.8259196
flat,10.662558,3.2433293
flat,13.253199,2.0145648
flat,11.15591,3.7980502
flat,13.647444,1.6162262
flat,12.272865,4.7800484
up,7.056101,4.62469
flat,8.697283,9.228782
up,5.585808,5.7135906
up,3.5173106,6.662807
flat,10.604038,4.9443254
flat,8.71599,8.321121
flat,11.313505,5.6090136
flat,9.868481,8.187833
up,11.109495,3.6395874
flat,11.016549,3.010816
flat,11.861368,4.464979
flat,12.261484,4.2240725
flat,10.882099,3.9898593
flat,11.485797,2.0746193
flat,11.862215,3.081384
flat,10.124513,3.0446618
complex,9.919044,2.642087
flat,9.723002,3.0816875
complex,9.447935,3.188928
flat,9.858381,3.0045524
flat,12.259101,2.238479
flat,7.717267,5.231013
flat,6.590537,5.541617
flat,8.8939705,6.0832953
flat,4.6197166,6.6421857
flat,7.144843,7.406629
up,11.325538,4.2270246
flat,5.5239315,8.52319
flat,11.493799,3.7927148
flat,9.952659,4.6484284
flat,9.379225,7.1823826
flat,12.308366,4.2092915
flat,7.0819182,5.994497
flat,7.4882407,4.20873
up,7.3644724,4.0266004
flat,12.2645,4.554327
flat,13.220352,3.0776212
flat,4.5916805,10.370447
flat,10.585902,6.8088665
up,10.059459,7.7341475
flat,9.860743,7.8671527
up,9.476826,3.1198843
flat,11.333035,4.9357476
flat,6.160412,7.882874
flat,6.6601257,9.189787
flat,3.3150742,7.1617618
flat,4.9381394,10.882771
flat,7.077795,7.419941
flat,6.959473,6.6332364
up,4.9877367,7.358373
